pincode,latitude,longitude,zone_id
333704,28.127482,75.204319,ZN-014
333705,27.994153,75.27853,ZN-014
333707,28.004563,75.360858,ZN-014
333801,27.770644,75.680929,ZN-014
334001,28.5717095,73.3885526,ZN-024
334002,28.0208232,73.3158222,ZN-024
334003,28.0208333,73.3158333,ZN-024
334004,28.0280556,73.2925,ZN-024
334006,28.1172222,73.04,ZN-024
334021,28.9837,73.4239,ZN-024
334022,28.2682,73.6418,ZN-024
334023,28.8135,72.6949,ZN-024
334024,28.2165973,73.2706389,ZN-024
334025,27.702943,73.810836,ZN-024
334201,28.0772,73.5446,ZN-024
334202,28.0249,73.6639,ZN-024
334302,27.9149,72.816,ZN-024
334303,28.0183,73.3148,ZN-024
334305,28.929,73.8948,ZN-025
334401,27.9830556,73.2986111,ZN-024
334402,28.8384,74.1768,ZN-014
334403,27.9741667,73.2986111,ZN-024
334601,28.4266,73.4533,ZN-024
334602,28.4318,73.9594,ZN-014
334603,28.7512,74.0652,ZN-014
334604,28.9969,74.3434,ZN-025
334801,28.0061,73.3041,ZN-024
334802,27.8123184,73.5888575,ZN-024
334803,28.189,73.3915,ZN-024
334804,28.3657,73.9301,ZN-014
334808,28.6290488,72.5263984,ZN-024
335001,30.066794,73.819851,ZN-025
335002,29.91769,73.929002,ZN-025
335021,29.578645,73.334985,ZN-025
335022,30.69926,74.553652,ZN-025
335024,30.483997,76.593952,ZN-020
335025,30.73705,76.462454,ZN-020
335027,32.191832,72.599593,ZN-030
335037,29.903523,73.879739,ZN-025
335038,30.025495,73.737489,ZN-025
335039,29.804333,73.858079,ZN-025
335040,29.903523,73.879739,ZN-025
335041,29.903523,73.879739,ZN-025
335042,29.650009,73.7833324,ZN-025
335051,29.600652,73.451036,ZN-025
335061,28.0414444,72.4264167,ZN-024
335062,29.961035,75.25374,ZN-025
335063,30.999043,74.652486,ZN-025
335064,30.478479,77.131259,ZN-020
335065,29.696048,74.377808,ZN-025
335073,30.211354,73.992553,ZN-025
335501,29.282498,75.25859,ZN-025
335502,29.9125,73.8786111,ZN-025
335503,29.101696,75.169103,ZN-011
335504,29.239478,75.010798,ZN-025
335511,29.287245,75.258979,ZN-025
335512,29.932378,73.865606,ZN-025
335513,30.228651,74.925955,ZN-025
335521,29.0672,74.32329,ZN-025
335522,28.930703,74.209623,ZN-025
335523,29.751955,74.455494,ZN-025
335524,29.2730334,74.4023609,ZN-025
335525,29.515,74.5888611,ZN-025
335526,29.5564167,74.5040278,ZN-025
335701,29.19184,73.20496,ZN-025
335702,29.412234,73.565635,ZN-025
335703,29.0726667,73.1153333,ZN-024
335704,29.911117,73.879902,ZN-025
335707,29.903523,73.879739,ZN-025
335708,28.8383925,72.8868358,ZN-024
335711,29.903523,73.879739,ZN-025
335801,29.5495833,74.19125,ZN-025
335802,29.653755,73.984472,ZN-025
335803,29.4852778,74.0738889,ZN-025
335804,29.903523,73.879739,ZN-025
335805,31.420752,74.459157,ZN-025
335901,30.1560278,74.1816389,ZN-025
341001,27.3686,73.6212,ZN-024
341002,28.2345,75.021685,ZN-014
341003,27.325463,73.576557,ZN-024
341020,28.2123,74.5112,ZN-014
341021,27.1723,73.6452,ZN-024
341022,27.4527,73.9786,ZN-024
341023,27.8789029,75.5654549,ZN-014
341024,27.1997222,73.7297222,ZN-024
341025,27.0106111,73.7672778,ZN-024
341026,27.0579167,73.824,ZN-024
341027,27.2696,74.653,ZN-014
341028,26.9114444,73.8425,ZN-024
341029,27.5578611,74.9216111,ZN-014
341030,27.1414444,74.12625,ZN-024
341031,27.1991,73.7409,ZN-024
341301,27.639,73.9915,ZN-024
341302,27.6136111,75.1509722,ZN-014
341303,27.53053,74.49359,ZN-014
341304,28.605626,77.090893,ZN-012
341305,27.4081,74.46675,ZN-014
341306,27.65007,74.399993,ZN-014
341307,27.5856838,74.7316626,ZN-014
341309,27.65,74.383,ZN-014
341316,29.1833,74.766692,ZN-025
341317,27.65001,74.399,ZN-014
341318,27.3835,74.4565,ZN-014
341319,27.2033,74.6269,ZN-014
341501,27.1997222,73.7297222,ZN-024
341502,27.140361,74.616374,ZN-014
341503,26.9021,74.1063,ZN-024
341504,27.0592,74.4027,ZN-014
341505,27.1837,74.6693,ZN-014
341506,27.399514,74.575602,ZN-014
341507,27.143222,75.158186,ZN-014
341508,27.8379,75.7052,ZN-014
341509,27.52733,74.6833,ZN-014
341510,27.145538,81.9688231,ZN-002
341511,26.8235,73.8619,ZN-024
341512,27.397048,80.941509,ZN-002
341513,27.0628,74.8364,ZN-014
341514,26.7833333,74.0833333,ZN-024
341515,31.7105154,76.9403565,ZN-021
341516,27.399517,74.575599,ZN-014
341517,27.650007,74.399993,ZN-014
341518,26.651009,74.026247,ZN-024
341519,27.3804,74.6474,ZN-014
341520,27.2024166,73.7544394,ZN-024
341521,26.793686,74.264842,ZN-024
341533,27.1011,74.9486,ZN-014
341551,28.2382,75.3463,ZN-014
342001,26.2986111,73.0289167,ZN-024
342002,26.273036,73.02042,ZN-024
342003,26.2812778,73.00125,ZN-024
342005,26.2326111,73.0149167,ZN-024
342006,26.3069444,73.0398611,ZN-024
342007,26.3210556,73.0474444,ZN-024
342008,26.266259,72.979108,ZN-024
342011,26.2782778,73.0296944,ZN-024
342012,26.1909722,72.9354444,ZN-024
342013,27.53812,72.81079,ZN-024
342014,26.29705,72.9772,ZN-024
342015,26.331637,73.148454,ZN-024
342016,26.21502,73.04824,ZN-024
342017,26.328511,73.080251,ZN-024
342021,26.606857,72.283468,ZN-024
342022,26.59915,72.26676,ZN-024
342023,27.31995,72.6504,ZN-024
342024,26.4122502,72.9306571,ZN-024
342025,26.606858,72.283467,ZN-024
342026,26.3318889,73.0424722,ZN-024
342027,26.443031,73.170795,ZN-024
342028,26.4355,72.3449,ZN-024
342029,26.82283,73.33653,ZN-024
342030,26.46672,73.11524,ZN-024
342032,26.68775,72.69804,ZN-024
342037,26.69509,73.24365,ZN-024
342301,27.1236111,72.3769444,ZN-024
342302,27.04925,72.56155,ZN-024
342303,26.79745,72.85285,ZN-024
342304,26.405837,73.010046,ZN-024
342305,26.53625,72.96655,ZN-024
342306,26.692993,72.700631,ZN-024
342307,27.371253,72.353361,ZN-024
342308,27.1343889,72.4146111,ZN-024
342309,26.9202,72.39049,ZN-024
342310,27.563571,72.255207,ZN-024
342311,27.1987778,72.8482222,ZN-024
342312,27.289743,72.996887,ZN-024
342314,26.9157577,70.9083353,ZN-024
342601,26.4716278,73.572341,ZN-024
342602,26.2107825,73.697185,ZN-024
342603,26.64891,73.4932,ZN-024
342604,26.48301,73.78973,ZN-024
342605,26.3373385,73.5623515,ZN-024
342606,27.1406816,72.3753873,ZN-024
342801,26.382915,73.543989,ZN-024
342802,27.8789059,75.5654519,ZN-014
342901,26.796907,73.581591,ZN-024
342902,26.8428,73.6948,ZN-024
343001,38.717211,90.711895,ZN-015
343002,25.313845,72.637292,ZN-024
343021,25.442963,72.456142,ZN-024
343022,25.419596,72.05721,ZN-024
343023,25.235786,72.250443,ZN-024
343024,25.17645,72.711194,ZN-019
343025,25.34391,72.616226,ZN-024
343027,25.065735,72.672077,ZN-019
343028,25.199671,72.427216,ZN-024
343029,26.92,75.8,ZN-014
343030,25.163712,72.173686,ZN-024
343032,25.313714,72.021431,ZN-024
343039,24.809636,72.251183,ZN-019
343040,25.193602,71.815624,ZN-024
343041,33.898559,72.516046,ZN-036
343042,25.568015,72.594419,ZN-024
343048,24.685251,72.242301,ZN-019
343049,24.937548,72.242301,ZN-019
344001,26.131498,71.931487,ZN-024
344011,26.070235,70.561097,ZN-024
344012,25.633446,71.3770089,ZN-024
344021,25.9479506,72.5666502,ZN-024
344022,26.8190556,72.2441111,ZN-024
344024,25.81944,72.21556,ZN-024
344025,25.7955833,72.1528611,ZN-024
344026,26.244961,72.507552,ZN-024
344027,25.8480475,72.4842644,ZN-024
344031,26.2723167,71.536693,ZN-024
344032,26.88927,72.10021,ZN-024
344033,26.071463,72.407411,ZN-024
344034,26.0830396,71.7830016,ZN-024
344035,26.204473,71.817786,ZN-024
344037,26.9166807,85.399986,ZN-003
344043,25.709057,71.409115,ZN-024
344044,25.7011011,72.3962179,ZN-024
344501,26.064037,70.221976,ZN-024
344502,25.9376315,70.8105017,ZN-024
344701,26.427776,71.406855,ZN-024
344702,25.518591,70.800964,ZN-024
344703,26.0846865,71.532144,ZN-024
344704,25.47695,71.0348,ZN-024
344705,26.36453,71.28803,ZN-024
344706,25.8651111,71.5494444,ZN-024
344708,25.8454167,72.6501111,ZN-024
344801,25.558773,72.015122,ZN-024
344802,26.138284,71.964094,ZN-024
345001,27.652491,70.954681,ZN-024
345021,27.061291,72.107776,ZN-024
345022,27.369167,70.498698,ZN-024
345023,27.10885,71.87405,ZN-024
345024,26.920541,71.916546,ZN-024
345025,26.9157577,70.9083353,ZN-024
345026,26.731587,71.585077,ZN-024
345027,26.496124,71.20421,ZN-024
345028,27.887445,71.833415,ZN-024
345031,27.035847,71.517216,ZN-024
345033,27.282051,71.233778,ZN-024
345034,26.61474,70.709829,ZN-024
360001,22.327295,70.787529,ZN-032
360002,22.5200519,71.0108243,ZN-032
360003,22.5033859,70.8033493,ZN-032
360004,22.2977778,70.7889722,ZN-032
360005,22.299775,70.748198,ZN-032
360006,22.3569496,70.7377804,ZN-032
360007,22.2995278,70.7753889,ZN-032
360008,22.298479,70.799963,ZN-032
360020,22.256355,70.9541373,ZN-032
360021,22.2959444,70.6731944,ZN-032
360022,22.2986944,70.7997778,ZN-032
360023,22.4024989,70.9288953,ZN-032
360024,22.1852138,70.7973364,ZN-032
360025,22.2638903,71.0497536,ZN-032
360026,22.15572,70.7706884,ZN-032
360028,22.351554,70.802923,ZN-032
360030,22.1897273,71.3753812,ZN-032
360035,22.180828,70.654003,ZN-032
360040,22.399943,69.958011,ZN-032
360045,21.924962,71.072062,ZN-032
360050,22.929677,71.831932,ZN-026
360055,22.265248,71.320086,ZN-032
360060,22.5251479,70.9946043,ZN-032
360070,22.1034,86.567201,ZN-016
360110,22.5756909,70.5730703,ZN-032
360311,25.348552,75.553871,ZN-014
360320,22.48341,70.072064,ZN-032
360325,22.314756,70.337149,ZN-032
360330,21.961186,70.8034459,ZN-032
360360,23.436256,70.675213,ZN-035
360370,23.108868,69.761457,ZN-035
360375,21.784969,70.591192,ZN-032
360380,21.8451667,70.6975,ZN-032
360405,22.230988,70.79713,ZN-032
360410,23.555528,86.755465,ZN-004
360421,21.69215,70.367,ZN-032
360430,21.6414,70.2632,ZN-032
360440,22.83184,70.786001,ZN-032
360450,23.941998,73.037576,ZN-019
360452,22.0256208,70.3702909,ZN-032
360460,21.7803,70.099899,ZN-032
360465,22.2986944,70.7997778,ZN-032
360470,22.2986944,70.7997778,ZN-032
360480,22.550924,72.882563,ZN-026
360485,21.784551,70.753273,ZN-032
360490,22.331287,71.248814,ZN-032
360510,22.9307222,69.7790833,ZN-035
360515,22.4855833,70.1354444,ZN-032
360520,22.4855833,70.1354444,ZN-032
360530,22.0,69.99,ZN-032
360531,21.88,69.89,ZN-032
360540,22.28,72.81,ZN-026
360545,21.75505,69.69495,ZN-032
360550,21.780085,69.786808,ZN-032
360570,21.731708,69.817319,ZN-032
360575,21.64813,69.613152,ZN-032
360576,21.6172778,69.6284444,ZN-032
360577,21.66695,69.6814,ZN-032
360578,21.6278611,69.6343611,ZN-032
360579,21.839153,69.383769,ZN-032
360590,21.913946,69.5939,ZN-032
361001,22.47,70.06,ZN-032
361002,22.4855833,70.1354444,ZN-032
361003,22.4855833,70.1354444,ZN-032
361004,22.4603889,70.0524444,ZN-032
361005,22.4618333,70.0647778,ZN-032
361006,22.4898892,70.0172482,ZN-032
361007,22.49,70.08,ZN-032
361008,22.4820278,70.0602778,ZN-032
361009,22.4935185,70.0471576,ZN-032
361010,22.4855833,70.1354444,ZN-032
361011,22.61635,70.293091,ZN-032
361012,22.39,70.01,ZN-032
361013,22.36,70.23,ZN-032
361110,22.446421,70.244836,ZN-032
361120,22.54,70.24,ZN-032
361130,22.5,70.3,ZN-032
361140,22.47,70.05,ZN-032
361142,22.4855833,70.1354444,ZN-032
361150,22.5296667,70.0441944,ZN-032
361160,22.23,70.33,ZN-032
361162,22.34,70.42,ZN-032
361170,22.4855833,70.1354444,ZN-032
361210,22.64,70.13,ZN-032
361220,22.75,70.61,ZN-032
361230,22.62084,70.169552,ZN-032
361240,22.820944,70.446503,ZN-032
361250,22.68,70.31,ZN-032
361280,22.35,69.94,ZN-032
361305,22.28,69.67,ZN-032
361306,22.4855833,70.1354444,ZN-032
361310,22.3105,69.5993611,ZN-032
361315,22.24,69.25,ZN-035
361320,22.09,69.41,ZN-032
361325,21.97,69.5,ZN-032
361330,22.389446,69.239853,ZN-035
361335,22.39,69.17,ZN-035
361345,22.4855833,70.1354444,ZN-032
361347,22.38345,69.058403,ZN-035
361350,22.4749444,69.0731111,ZN-035
362001,21.5198611,70.4511944,ZN-032
362002,21.5649423,70.3985938,ZN-032
362011,21.6460867,70.4392254,ZN-032
362015,21.503042,70.433184,ZN-032
362020,21.620574,70.7401351,ZN-032
362030,21.6340975,70.6551592,ZN-032
362037,21.5747246,70.430723,ZN-032
362110,21.4788556,70.6514008,ZN-032
362120,21.3910902,70.6839913,ZN-032
362130,21.4180604,70.8113755,ZN-032
362135,21.197874,70.551154,ZN-032
362140,21.0856397,70.6627619,ZN-032
362150,21.150863,70.5362653,ZN-032
362205,21.5082671,70.3800193,ZN-032
362215,21.4358051,70.4004724,ZN-032
362220,21.3913729,70.0308721,ZN-032
362222,21.4201344,70.2689216,ZN-032
362225,21.5056111,70.4589167,ZN-032
362226,21.18945,70.073399,ZN-032
362227,21.2624376,70.2547987,ZN-032
362230,21.378518,69.869614,ZN-032
362240,21.524288,70.38095,ZN-032
362245,21.2358342,70.334567,ZN-032
362250,21.1167013,70.2495418,ZN-032
362255,21.1072748,70.4525952,ZN-032
362260,21.3980983,70.426935,ZN-032
362263,21.4502011,70.4968282,ZN-032
362265,70.3554388,20.9134631,ZN-036
362268,20.9515672,70.4017265,ZN-032
362269,20.9823796,70.4178153,ZN-032
362275,20.843631,70.484283,ZN-032
362310,21.641129,70.4963709,ZN-032
362315,21.65215,70.531071,ZN-032
362510,20.791022,71.0630329,ZN-032
362520,20.713943,70.975823,ZN-032
362530,20.9821452,70.7642691,ZN-032
362540,20.729103,70.990904,ZN-032
362550,20.8384296,71.1659416,ZN-032
362560,21.2317015,71.2536474,ZN-032
362565,20.974084,71.063866,ZN-032
362570,20.7291717,70.9177572,ZN-032
362610,21.5434279,70.2421567,ZN-032
362620,21.62199,70.065945,ZN-032
362625,21.579731,70.353924,ZN-032
362630,21.552551,70.165468,ZN-032
362640,21.621326,70.118044,ZN-032
362650,21.75737,69.980344,ZN-032
362710,20.9389063,70.7120219,ZN-032
362715,20.831001,70.68622,ZN-032
362720,20.9262645,70.838383,ZN-032
363001,22.744229,71.630122,ZN-032
363020,22.7144444,71.6444167,ZN-032
363030,22.7946,71.6996,ZN-026
363040,22.8413,71.4563,ZN-032
363110,22.9402,71.6964,ZN-026
363115,23.0507,71.9795,ZN-026
363310,23.1361,71.3815,ZN-032
363320,22.9294,71.6238,ZN-026
363330,23.1558,71.0758,ZN-032
363351,23.1255,71.2068,ZN-032
363410,22.7248611,71.6273056,ZN-032
363421,22.6863,71.937,ZN-026
363423,22.7248611,71.6273056,ZN-032
363427,22.7918,71.9074,ZN-026
363430,22.7248611,71.6273056,ZN-032
363435,22.6424,71.593,ZN-032
363440,22.7248611,71.6273056,ZN-032
363510,22.7984,71.2939,ZN-032
363520,22.6734,71.4002,ZN-032
363530,22.6898,71.2111,ZN-032
363621,23.5433241,72.439935,ZN-026
363623,22.3135,70.7881666,ZN-032
363630,23.1214504,71.023579,ZN-032
363641,23.0842449,70.3959673,ZN-035
363642,22.95,70.77,ZN-032
363643,22.7873066,70.8023378,ZN-032
363650,22.817698,70.6096452,ZN-032
363655,22.91,70.55,ZN-032
363660,23.0102349,70.6682663,ZN-032
363670,23.1092,70.757607,ZN-032
363745,23.1506,71.7994,ZN-026
363750,23.4768,71.9618,ZN-026
363755,23.4003,71.6304,ZN-026
363760,23.2301,71.6946,ZN-026
363765,23.2857,71.7653,ZN-026
363775,23.0434,71.9362,ZN-026
363780,23.4789,71.6205,ZN-026
364001,21.893901,72.139248,ZN-026
364002,21.893901,72.139248,ZN-026
364003,21.7663,72.1179,ZN-032
364004,21.77458,72.072205,ZN-032
364005,21.7644925,72.1519104,ZN-026
364006,21.7791,72.1395,ZN-026
364050,21.633775,72.129182,ZN-032
364060,21.770502,72.046625,ZN-032
364070,21.7749722,72.1478889,ZN-026
364081,21.41263,72.169807,ZN-032
364110,21.678711,72.253304,ZN-026
364120,21.52997,72.149542,ZN-032
364130,21.7749722,72.1478889,ZN-026
364135,21.7749722,72.1478889,ZN-026
364140,21.427677,71.949313,ZN-032
364145,21.7749722,72.1478889,ZN-026
364150,21.479862,72.039678,ZN-032
364210,21.752545,71.834771,ZN-032
364230,21.766606,71.807765,ZN-032
364240,21.77383,71.946798,ZN-032
364250,21.770172,71.899293,ZN-032
364260,21.639455,71.973797,ZN-032
364265,21.7749722,72.1478889,ZN-026
364270,21.625076,71.847457,ZN-032
364275,21.680606,71.6273,ZN-032
364280,21.7749722,72.1478889,ZN-026
364290,21.7749722,72.1478889,ZN-026
364295,21.7749722,72.1478889,ZN-026
364310,22.088579,71.909867,ZN-032
364313,22.048841,72.015034,ZN-026
364320,21.948406,71.721268,ZN-032
364330,21.94178,71.791098,ZN-032
364505,21.608852,71.575776,ZN-032
364510,21.7749722,72.1478889,ZN-026
364515,21.415281,71.251041,ZN-032
364521,21.61096,71.199346,ZN-032
364522,21.2916506,71.4670406,ZN-032
364525,24.346007,71.497463,ZN-026
364530,21.804813,71.721469,ZN-032
364710,22.238004,71.603372,ZN-032
364720,22.338031,71.555952,ZN-032
364730,21.908712,71.485642,ZN-032
364740,21.834635,71.599886,ZN-032
364750,22.087745,71.53399,ZN-032
364760,22.060318,71.713229,ZN-032
364765,22.056844,71.627148,ZN-032
365220,21.8773099,71.708863,ZN-032
365410,21.8855305,71.1017736,ZN-032
365421,21.968818,73.2369336,ZN-026
365430,21.763645,71.464648,ZN-032
365435,21.8477003,71.3898595,ZN-032
365440,21.5671814,71.0245188,ZN-032
365450,21.7319376,70.9521275,ZN-032
365455,21.6688024,71.502805,ZN-032
365456,21.6143598,70.9331316,ZN-032
365460,21.8182093,71.0713191,ZN-032
365480,21.7724867,70.7778036,ZN-032
365535,21.657537,71.475203,ZN-032
365540,21.6019167,71.2164444,ZN-032
365541,21.395061,71.127304,ZN-032
365550,21.997349,71.254011,ZN-032
365555,21.3698,71.21352,ZN-032
365560,70.25354,71.2185824,ZN-036
365601,71.2599507,81.4157222,ZN-036
365610,21.5975196,71.1135225,ZN-032
365620,21.9400735,71.957917,ZN-032
365630,22.8836712,71.1032591,ZN-032
365635,21.7485,71.23687,ZN-032
365640,70.25354,71.23821,ZN-036
365645,22.1591251,70.7941564,ZN-032
365650,21.8794,71.6598,ZN-032
365730,21.270286,72.925386,ZN-026
370001,23.71184,69.926322,ZN-035
370015,23.246837,69.673173,ZN-035
370020,23.312482,69.901433,ZN-035
370030,23.3593,69.499635,ZN-035
370040,23.272578,69.603582,ZN-035
370105,23.311036,69.847828,ZN-035
370110,23.339494,70.722794,ZN-035
370115,23.468052,71.061662,ZN-032
370130,24.168198,76.153013,ZN-007
370135,23.481803,70.469224,ZN-035
370140,23.559808,70.416413,ZN-035
370145,23.478351,70.775574,ZN-035
370150,23.338848,70.527981,ZN-035
370155,27.36729,79.622137,ZN-002
370160,23.504908,70.828358,ZN-035
370165,23.907803,70.395584,ZN-035
370201,23.4577,70.0026,ZN-035
370203,23.2197778,69.7785278,ZN-035
370205,23.090671,70.12468,ZN-035
370210,23.2469444,69.6731944,ZN-035
370230,23.2469444,69.6731944,ZN-035
370405,22.981739,69.608051,ZN-035
370410,23.007706,69.797942,ZN-035
370415,22.945105,69.659892,ZN-035
370421,23.2197778,69.7785278,ZN-035
370425,23.031067,69.68997,ZN-035
370427,23.164998,69.636485,ZN-035
370430,23.2469444,69.6731944,ZN-035
370435,23.003017,69.543999,ZN-035
370445,23.136851,69.3417313,ZN-035
370450,23.061998,69.232251,ZN-035
370455,23.293039,70.339045,ZN-035
370460,22.90376,69.429292,ZN-035
370465,23.494349,69.124591,ZN-035
370475,22.940833,69.178981,ZN-035
370485,23.115503,69.545489,ZN-035
370490,23.828635,71.613935,ZN-026
370510,23.956377,69.782306,ZN-035
370601,23.7877,68.661841,ZN-035
370605,23.687895,69.205802,ZN-035
370610,23.7850503,68.8844275,ZN-035
370615,23.2688339,69.2105077,ZN-035
370620,23.453813,69.023908,ZN-035
370625,23.669023,69.012369,ZN-035
370627,23.814453,68.769153,ZN-035
370630,23.633783,68.901798,ZN-035
370641,23.219274,68.714007,ZN-035
370645,23.205848,69.03816,ZN-035
370650,23.34338,69.043376,ZN-035
370655,23.610289,68.690046,ZN-035
370660,23.601041,70.813482,ZN-035
370665,23.464025,69.299673,ZN-035
370670,23.40763,69.117885,ZN-035
370675,23.48985,69.376,ZN-035
380001,23.034994,72.589783,ZN-026
380002,23.082874,72.667409,ZN-026
380003,23.04,72.59,ZN-026
380004,23.070036,72.607557,ZN-026
380005,23.1057,72.605401,ZN-026
380006,23.018508,72.569819,ZN-026
380007,23.023546,72.58174,ZN-026
380008,23.002886,72.619061,ZN-026
380009,23.047151,72.552753,ZN-026
380010,23.018508,72.569819,ZN-026
380011,22.998855,72.601144,ZN-026
380012,23.052198,72.555163,ZN-026
380013,23.064536,72.555998,ZN-026
380014,23.038852,72.568768,ZN-026
380015,23.034048,72.534717,ZN-026
380016,23.057106,72.61875,ZN-026
380018,23.025874,72.624663,ZN-026
380019,23.104082,72.570112,ZN-026
380021,23.013413,72.611874,ZN-026
380022,23.010425,72.586792,ZN-026
380023,23.020662,72.626245,ZN-026
380024,23.038923,72.62565,ZN-026
380026,23.010919,72.658903,ZN-026
380027,23.063327,72.581808,ZN-026
380028,22.998095,72.58989,ZN-026
380049,23.033766,72.662334,ZN-026
380050,22.985094,72.611236,ZN-026
380051,23.004847,72.520865,ZN-026
380052,23.045133,72.531672,ZN-026
380054,23.044141,72.522147,ZN-026
380055,22.995413,72.528221,ZN-026
380057,23.020833,72.473889,ZN-026
380058,23.032196,72.578457,ZN-026
380059,23.05538,72.46927,ZN-026
380060,23.12884,72.49803,ZN-026
380061,23.068571,72.543114,ZN-026
380063,23.03219,72.578457,ZN-026
382006,23.216358,72.637315,ZN-026
382007,23.210365,72.658424,ZN-026
382010,23.221549,72.648661,ZN-026
382016,23.241977,72.643205,ZN-026
382021,23.242555,72.661997,ZN-026
382028,23.27,72.61,ZN-026
382030,23.227056,72.659067,ZN-026
382041,23.251184,72.673767,ZN-026
382042,23.342534,72.693459,ZN-026
382045,23.249441,72.702508,ZN-026
382050,23.165464,72.679741,ZN-026
382055,23.12411,72.41121,ZN-026
382110,23.01,72.4,ZN-026
382115,23.31,71.96,ZN-026
382120,23.46,71.99,ZN-026
382122,23.2578819,72.4728966,ZN-026
382130,23.42,71.97,ZN-026
382140,23.45,72.6,ZN-026
382145,23.45,72.25,ZN-026
382150,23.32,72.7,ZN-026
382170,23.09444,72.225479,ZN-026
382210,23.029651,72.626689,ZN-026
382213,23.12,72.55,ZN-026
382220,22.93,72.38,ZN-026
382225,23.48,72.79,ZN-026
382230,22.79,72.1,ZN-026
382240,22.79,72.19,ZN-026
382245,23.41,72.25,ZN-026
382250,23.27,72.61,ZN-026
382255,23.41,72.27,ZN-026
382260,22.85,72.45,ZN-026
382265,22.65,72.47,ZN-026
382305,23.36,71.97,ZN-026
382308,23.16,72.98,ZN-026
382315,23.3,72.87,ZN-026
382320,23.342591,72.730393,ZN-026
382321,23.47,72.67,ZN-026
382330,23.12472,72.683946,ZN-026
382340,23.091374,72.653367,ZN-026
382345,23.059244,72.637678,ZN-026
382350,23.041585,72.642871,ZN-026
382355,23.4,72.07,ZN-026
382405,22.966644,72.539031,ZN-026
382415,23.020521,72.659728,ZN-026
382418,23.005161,72.653415,ZN-026
382419,23.19,72.61,ZN-026
382421,23.18,72.61,ZN-026
382422,23.24,72.54,ZN-026
382423,23.24286,72.503051,ZN-026
382424,23.121871,72.620085,ZN-026
382425,22.898425,72.516231,ZN-026
382426,23.42,72.55,ZN-026
382427,22.915218,72.59306,ZN-026
382428,22.876669,72.463567,ZN-026
382430,23.060794,72.714069,ZN-026
382433,23.014467,72.809265,ZN-026
382435,22.957017,72.72812,ZN-026
382443,22.983023,72.597173,ZN-026
382445,22.960762,72.638216,ZN-026
382449,23.005161,72.653415,ZN-026
382450,22.3,71.86,ZN-032
382455,27.93,76.06,ZN-011
382460,23.37,72.37,ZN-026
382463,27.93,76.06,ZN-011
382465,23.44,72.64,ZN-026
382470,23.12918,72.5586,ZN-026
382475,23.086591,72.638998,ZN-026
382480,23.074716,72.572032,ZN-026
382481,23.12454,72.545224,ZN-026
382501,23.163873,72.5395307,ZN-026
382610,23.266403,72.677393,ZN-026
382620,23.292107,72.639754,ZN-026
382630,23.312227,72.595575,ZN-026
382640,23.299181,72.572443,ZN-026
382650,23.41,72.59,ZN-026
382721,23.2422778,72.499,ZN-026
382722,23.155609,72.472412,ZN-026
382725,23.86261,72.19243,ZN-026
382729,23.27,72.44,ZN-026
382735,23.83,72.06,ZN-026
382740,23.32,72.49,ZN-026
382810,23.55,72.65,ZN-026
382835,23.46,72.67,ZN-026
382845,23.98,72.4,ZN-026
382855,23.53,72.71,ZN-026
383001,23.6038333,72.9626111,ZN-026
383002,23.6682,73.1342,ZN-026
383006,23.731236,72.984196,ZN-026
383010,23.713205,72.995511,ZN-026
383030,23.6069,73.121683,ZN-026
383110,23.784022,72.971892,ZN-026
383120,23.514165,72.872225,ZN-026
383205,23.45692,72.88847,ZN-026
383210,23.509998,72.950486,ZN-026
383215,23.443416,72.96082,ZN-026
383220,23.6684,72.841947,ZN-026
383225,23.79067,72.8262,ZN-026
383230,23.848435,72.835301,ZN-026
383235,23.99649,73.019496,ZN-019
383240,23.736633,73.173313,ZN-026
383245,23.800954,73.231516,ZN-019
383246,23.934633,73.30602,ZN-019
383250,23.696905,73.275799,ZN-026
383251,23.74089,73.446012,ZN-019
383255,24.129857,73.093651,ZN-019
383260,23.293421,73.13546,ZN-026
383270,24.305368,73.117257,ZN-019
383275,24.05773,73.143812,ZN-019
383276,23.625781,73.213133,ZN-026
383305,23.4456,73.0781,ZN-026
383307,23.392561,73.112831,ZN-026
383310,23.4395,73.2116,ZN-026
383315,23.510237,73.4357,ZN-026
383316,23.853499,72.953499,ZN-026
383317,23.557916,73.31397,ZN-026
383320,23.598551,73.237148,ZN-026
383325,23.274032,73.21156,ZN-026
383330,23.174,73.2116,ZN-026
383335,23.3678,73.3642,ZN-026
383340,23.211241,73.314864,ZN-026
383345,23.412661,73.487992,ZN-026
383350,23.623791,73.550579,ZN-019
383355,23.750566,73.408499,ZN-019
383410,23.855364,73.131008,ZN-019
383421,23.88495,73.291466,ZN-019
383422,24.462568,73.081847,ZN-019
383430,23.888996,73.03388,ZN-026
383434,23.949455,72.875179,ZN-026
383440,23.957033,73.190274,ZN-019
383450,23.890703,73.266792,ZN-019
383460,24.080873,73.350238,ZN-019
383462,24.052945,73.075945,ZN-019
384001,23.695978,72.303328,ZN-026
384002,23.657895,72.118538,ZN-026
384003,23.35,72.36,ZN-026
384005,23.652197,72.332593,ZN-026
384012,23.588142,72.370791,ZN-026
384110,23.8178,72.2575,ZN-026
384120,23.729536,72.406933,ZN-026
384130,23.890341,72.439023,ZN-026
384135,23.862593,72.362755,ZN-026
